side,firstblood,firstdragon,void_grubs,opp_void_grubs,firsttower,turretplates,opp_turretplates,golddiffat10,xpdiffat10,killsat10,opp_killsat10,golddiffat15,xpdiffat15,killsat15,opp_killsat15,result
1,0,0,2,4,1,3,4,-397,-839,1,2,1351,633,2,2,1
0,1,1,4,2,0,4,3,397,839,2,1,-1351,-633,2,2,0
1,0,0,3,3,1,4,4,-195,179,0,1,1282,1449,1,1,1
0,1,1,3,3,0,4,4,195,-179,1,0,-1282,-1449,1,1,0
1,0,1,0,6,1,4,2,-1666,-742,1,4,-10,550,2,5,1
0,1,0,6,0,0,2,4,1666,742,4,1,10,-550,5,2,0
1,0,1,3,3,1,4,6,567,1131,3,3,1659,1669,6,4,1
0,1,0,3,3,0,6,4,-567,-1131,3,3,-1659,-1669,4,6,0
1,0,1,6,0,1,4,3,373,77,3,1,-409,-1885,4,3,1
0,1,0,0,6,0,3,4,-373,-77,1,3,409,1885,3,4,0
1,0,0,3,3,0,3,3,-497,-259,1,2,-241,-166,3,5,1
0,1,1,3,3,1,3,3,497,259,2,1,241,166,5,3,0
1,0,0,5,1,1,1,2,-525,-65,0,0,-953,-324,1,1,0
0,1,1,1,5,0,2,1,525,65,0,0,953,324,1,1,1
1,1,1,4,2,1,4,3,793,-256,2,1,-331,-445,2,2,0
0,0,0,2,4,0,3,4,-793,256,1,2,331,445,2,2,1
1,1,1,3,3,0,6,4,2186,495,6,2,1020,1433,7,3,1
0,0,0,3,3,1,4,6,-2186,-495,2,6,-1020,-1433,3,7,0
1,1,0,6,0,1,4,2,800,1060,0,0,1352,2577,2,2,1
0,0,1,0,6,0,2,4,-800,-1060,0,0,-1352,-2577,2,2,0
1,1,0,6,0,1,6,1,1536,681,2,2,2039,-306,4,4,1
0,0,1,0,6,0,1,6,-1536,-681,2,2,-2039,306,4,4,0
1,1,1,1,5,1,3,0,1182,508,1,0,1449,1561,2,1,1
0,0,0,5,1,0,0,3,-1182,-508,0,1,-1449,-1561,1,2,0
1,0,0,0,6,0,3,4,-989,-243,0,1,-1793,-646,1,2,0
0,1,1,6,0,1,4,3,989,243,1,0,1793,646,2,1,1
1,1,0,6,0,1,7,5,916,530,2,1,1217,1473,4,4,0
0,0,1,0,6,0,5,7,-916,-530,1,2,-1217,-1473,4,4,1
1,0,0,3,3,0,5,2,-2588,-301,0,5,-3374,-1634,0,5,0
0,1,1,3,3,1,2,5,2588,301,5,0,3374,1634,5,0,1
1,0,1,3,0,1,2,3,-1008,-560,3,5,-395,-722,4,7,1
0,1,0,0,3,0,3,2,1008,560,5,3,395,722,7,4,0
1,1,1,5,1,1,6,4,414,65,1,0,1177,-564,1,1,1
0,0,0,1,5,0,4,6,-414,-65,0,1,-1177,564,1,1,0
1,1,1,0,6,0,0,7,-146,-988,2,1,-850,-1087,2,1,1
0,0,0,6,0,1,7,0,146,988,1,2,850,1087,1,2,0
1,0,0,6,0,0,3,10,-1770,-1194,0,2,-4093,-1445,1,3,0
0,1,1,0,6,1,10,3,1770,1194,2,0,4093,1445,3,1,1
1,0,1,0,6,0,5,2,-676,-475,0,1,399,477,0,1,1
0,1,0,6,0,1,2,5,676,475,1,0,-399,-477,1,0,0
1,1,1,6,0,1,4,0,1041,1315,0,0,4095,3989,4,0,1
0,0,0,0,6,0,0,4,-1041,-1315,0,0,-4095,-3989,0,4,0
1,0,0,1,0,1,6,1,424,546,2,2,1190,1835,4,4,1
0,1,1,0,1,0,1,6,-424,-546,2,2,-1190,-1835,4,4,0
1,0,1,1,5,1,9,5,-1467,344,3,5,1055,1756,7,7,1
0,1,0,5,1,0,5,9,1467,-344,5,3,-1055,-1756,7,7,0
1,0,1,5,1,0,5,4,1167,892,1,1,1043,511,2,2,1
0,1,0,1,5,1,4,5,-1167,-892,1,1,-1043,-511,2,2,0
1,0,0,0,6,0,4,3,-147,849,0,1,-1355,487,0,1,1
0,1,1,6,0,1,3,4,147,-849,1,0,1355,-487,1,0,0
1,1,0,1,2,0,2,2,-754,-743,1,1,-1519,-757,1,2,0
0,0,1,2,1,1,2,2,754,743,1,1,1519,757,2,1,1
1,0,0,4,2,1,2,1,-99,-839,0,1,-480,-1446,1,4,1
0,1,1,2,4,0,1,2,99,839,1,0,480,1446,4,1,0
1,0,1,0,6,1,8,9,-1078,-652,3,6,678,1539,6,6,0
0,1,0,6,0,0,9,8,1078,652,6,3,-678,-1539,6,6,1
1,1,0,3,0,1,6,4,2609,423,5,1,2894,1795,7,2,1
0,0,1,0,3,0,4,6,-2609,-423,1,5,-2894,-1795,2,7,0
1,0,1,0,3,0,2,8,-1426,-698,2,3,-3507,-997,3,4,0
0,1,0,3,0,1,8,2,1426,698,3,2,3507,997,4,3,1
1,1,0,5,1,1,3,4,1201,508,0,0,3224,1960,3,0,1
0,0,1,1,5,0,4,3,-1201,-508,0,0,-3224,-1960,0,3,0
1,0,0,1,5,1,5,0,-775,374,2,4,-419,-511,3,6,0
0,1,1,5,1,0,0,5,775,-374,4,2,419,511,6,3,1
1,0,1,4,2,0,1,4,-389,-306,0,1,-3492,-3188,3,6,1
0,1,0,2,4,1,4,1,389,306,1,0,3492,3188,6,3,0
1,1,1,1,2,1,6,1,2415,2478,4,1,6216,4241,11,2,1
0,0,0,2,1,0,1,6,-2415,-2478,1,4,-6216,-4241,2,11,0
1,0,0,5,1,0,4,8,-126,-796,1,2,-1513,-1899,2,3,0
0,1,1,1,5,1,8,4,126,796,2,1,1513,1899,3,2,1
1,0,1,3,3,1,4,2,-923,154,1,3,-692,-322,1,5,0
0,1,0,3,3,0,2,4,923,-154,3,1,692,322,5,1,1
1,1,1,3,3,1,6,4,2773,1658,5,1,3041,1864,6,1,1
0,0,0,3,3,0,4,6,-2773,-1658,1,5,-3041,-1864,1,6,0
1,0,0,3,3,0,4,5,-556,460,3,4,-1736,-196,5,7,0
0,1,1,3,3,1,5,4,556,-460,4,3,1736,196,7,5,1
1,1,1,4,2,0,5,4,829,969,1,1,2425,2173,4,1,1
0,0,0,2,4,1,4,5,-829,-969,1,1,-2425,-2173,1,4,0
1,0,1,3,3,1,7,2,946,1043,2,2,2053,2285,3,3,1
0,1,0,3,3,0,2,7,-946,-1043,2,2,-2053,-2285,3,3,0
1,1,1,4,2,1,6,3,1630,-31,5,1,2238,-316,6,2,1
0,0,0,2,4,0,3,6,-1630,31,1,5,-2238,316,2,6,0
1,1,0,6,0,0,5,2,1759,520,2,1,844,-1410,2,3,0
0,0,1,0,6,1,2,5,-1759,-520,1,2,-844,1410,3,2,1
1,1,1,2,3,1,6,2,2135,438,4,0,2695,983,7,2,1
0,0,0,3,2,0,2,6,-2135,-438,0,4,-2695,-983,2,7,0
1,1,0,5,1,1,1,3,218,-202,0,0,77,-2374,3,5,0
0,0,1,1,5,0,3,1,-218,202,0,0,-77,2374,5,3,1
1,0,0,5,1,0,3,3,-49,941,2,1,-40,1601,2,1,1
0,1,1,1,5,1,3,3,49,-941,1,2,40,-1601,1,2,0
1,1,0,6,0,1,7,3,402,-234,5,4,3253,1410,10,4,1
0,0,1,0,6,0,3,7,-402,234,4,5,-3253,-1410,4,10,0
1,0,0,3,3,0,0,5,-2351,-1542,0,3,-4629,-4387,0,7,0
0,1,1,3,3,1,5,0,2351,1542,3,0,4629,4387,7,0,1
1,0,0,3,0,0,2,3,-685,-515,0,1,-1051,-1519,1,2,0
0,1,1,0,3,1,3,2,685,515,1,0,1051,1519,2,1,1
1,0,1,3,3,1,6,2,192,-554,3,2,2205,2020,6,3,1
0,1,0,3,3,0,2,6,-192,554,2,3,-2205,-2020,3,6,0
1,0,0,2,3,0,2,7,-1876,-1242,2,4,-3554,-1037,2,4,0
0,1,1,3,2,1,7,2,1876,1242,4,2,3554,1037,4,2,1
1,1,0,6,0,1,7,3,1358,1187,2,1,3167,1348,3,2,1
0,0,1,0,6,0,3,7,-1358,-1187,1,2,-3167,-1348,2,3,0
1,0,0,6,0,0,4,3,-1576,446,0,4,-1713,-59,2,6,0
0,1,1,0,6,1,3,4,1576,-446,4,0,1713,59,6,2,1
1,0,0,6,0,1,1,8,-515,-289,0,1,-3520,-3497,0,7,0
0,1,1,0,6,0,8,1,515,289,1,0,3520,3497,7,0,1
1,1,1,1,5,1,3,3,729,-337,2,0,956,-660,4,2,1
0,0,0,5,1,0,3,3,-729,337,0,2,-956,660,2,4,0
1,0,1,3,2,0,2,8,-2570,-1770,3,6,-5255,-4030,3,7,0
0,1,0,2,3,1,8,2,2570,1770,6,3,5255,4030,7,3,1
1,1,0,6,0,1,2,6,244,-114,0,0,1019,773,4,2,1
0,0,1,0,6,0,6,2,-244,114,0,0,-1019,-773,2,4,0
1,0,1,5,1,1,5,4,-53,349,0,1,1373,2470,3,2,1
0,1,0,1,5,0,4,5,53,-349,1,0,-1373,-2470,2,3,0
1,1,1,5,1,1,5,3,1349,672,4,3,2456,642,8,5,1
0,0,0,1,5,0,3,5,-1349,-672,3,4,-2456,-642,5,8,0
1,0,1,2,4,1,2,3,-1900,-607,1,2,-1673,-655,3,3,0
0,1,0,4,2,0,3,2,1900,607,2,1,1673,655,3,3,1
1,1,1,3,0,0,3,2,362,-455,3,1,222,-542,6,5,1
0,0,0,0,3,1,2,3,-362,455,1,3,-222,542,5,6,0
1,0,1,3,3,1,4,4,-619,589,1,1,-1344,559,2,2,0
0,1,0,3,3,0,4,4,619,-589,1,1,1344,-559,2,2,1
1,0,1,0,5,1,2,2,-580,509,0,0,-174,1814,1,1,1
0,1,0,5,0,0,2,2,580,-509,0,0,174,-1814,1,1,0
1,1,1,6,0,1,8,5,1634,856,4,0,5233,3917,10,1,1
0,0,0,0,6,0,5,8,-1634,-856,0,4,-5233,-3917,1,10,0
1,1,1,0,0,1,3,2,701,538,2,3,930,1061,3,3,1
0,0,0,0,0,0,2,3,-701,-538,3,2,-930,-1061,3,3,0
1,0,1,0,0,1,6,2,544,-110,3,1,1737,1666,3,2,1
0,1,0,0,0,0,2,6,-544,110,1,3,-1737,-1666,2,3,0
1,1,0,4,2,0,4,7,-852,-762,0,0,-147,-69,3,1,1
0,0,1,2,4,1,7,4,852,762,0,0,147,69,1,3,0
1,1,0,3,3,1,5,2,1033,601,1,0,1237,0,1,1,0
0,0,1,3,3,0,2,5,-1033,-601,0,1,-1237,0,1,1,1
1,1,0,6,0,0,4,4,2544,-727,4,2,680,-1954,5,6,0
0,0,1,0,6,1,4,4,-2544,727,2,4,-680,1954,6,5,1
1,0,0,6,0,1,6,7,-1009,240,0,2,1115,1719,1,2,1
0,1,1,0,6,0,7,6,1009,-240,2,0,-1115,-1719,2,1,0
1,1,1,5,1,1,4,2,-238,-1460,2,1,3450,1351,8,2,1
0,0,0,1,5,0,2,4,238,1460,1,2,-3450,-1351,2,8,0
1,1,1,1,5,1,1,5,-504,836,0,0,-475,2469,1,0,1
0,0,0,5,1,0,5,1,504,-836,0,0,475,-2469,0,1,0
1,1,1,3,3,1,5,4,970,488,1,0,1123,361,1,0,1
0,0,0,3,3,0,4,5,-970,-488,0,1,-1123,-361,0,1,0
1,0,0,6,0,1,7,4,-1211,-1157,3,6,1273,-263,8,9,1
0,1,1,0,6,0,4,7,1211,1157,6,3,-1273,263,9,8,0
1,1,0,6,0,1,5,2,1788,1254,3,0,1113,1223,3,2,1
0,0,1,0,6,0,2,5,-1788,-1254,0,3,-1113,-1223,2,3,0
1,1,0,3,3,1,5,3,1501,1498,1,0,3069,2377,4,1,0
0,0,1,3,3,0,3,5,-1501,-1498,0,1,-3069,-2377,1,4,1
1,1,1,4,2,0,3,1,230,1531,1,1,-891,670,1,3,0
0,0,0,2,4,1,1,3,-230,-1531,1,1,891,-670,3,1,1
1,1,0,6,0,1,4,1,861,-827,2,0,-520,-3163,2,4,1
0,0,1,0,6,0,1,4,-861,827,0,2,520,3163,4,2,0
1,0,1,3,3,1,6,4,-487,437,0,1,-662,-39,2,3,0
0,1,0,3,3,0,4,6,487,-437,1,0,662,39,3,2,1
1,1,1,4,2,1,8,2,1197,929,4,3,4955,2696,10,4,0
0,0,0,2,4,0,2,8,-1197,-929,3,4,-4955,-2696,4,10,1
1,0,0,4,2,0,3,4,-880,-1116,0,0,-2116,-1639,0,1,0
0,1,1,2,4,1,4,3,880,1116,0,0,2116,1639,1,0,1
1,0,1,3,3,0,5,2,1634,1401,5,2,1820,822,5,4,1
0,1,0,3,3,1,2,5,-1634,-1401,2,5,-1820,-822,4,5,0
1,0,0,6,0,0,6,2,687,-431,4,5,1943,739,9,9,1
0,1,1,0,6,1,2,6,-687,431,5,4,-1943,-739,9,9,0
1,1,0,3,3,0,4,3,175,668,2,4,-478,612,3,4,1
0,0,1,3,3,1,3,4,-175,-668,4,2,478,-612,4,3,0
1,1,1,4,2,1,8,4,2148,1405,2,0,5896,3198,7,0,1
0,0,0,2,4,0,4,8,-2148,-1405,0,2,-5896,-3198,0,7,0
1,1,1,6,0,1,3,2,721,-277,2,0,2281,1306,2,0,1
0,0,0,0,6,0,2,3,-721,277,0,2,-2281,-1306,0,2,0
1,1,0,6,0,0,0,9,292,-541,1,0,-2827,-2670,1,3,0
0,0,1,0,6,1,9,0,-292,541,0,1,2827,2670,3,1,1
1,0,0,3,3,0,3,4,-1216,-799,0,0,-2777,-2199,0,0,0
0,1,1,3,3,1,4,3,1216,799,0,0,2777,2199,0,0,1
1,0,1,0,6,0,1,5,-1594,-767,0,2,-4718,-3984,1,4,0
0,1,0,6,0,1,5,1,1594,767,2,0,4718,3984,4,1,1
1,0,1,3,0,0,5,7,-793,-374,5,7,-2149,-1167,9,12,1
0,1,0,0,3,1,7,5,793,374,7,5,2149,1167,12,9,0
1,0,0,5,1,0,3,5,-338,1127,2,1,546,2180,6,1,0
0,1,1,1,5,1,5,3,338,-1127,1,2,-546,-2180,1,6,1
1,1,0,5,1,0,5,3,906,-236,1,1,2767,398,4,1,1
0,0,1,1,5,1,3,5,-906,236,1,1,-2767,-398,1,4,0
1,1,1,1,2,1,4,1,735,495,1,0,1556,1241,4,0,1
0,0,0,2,1,0,1,4,-735,-495,0,1,-1556,-1241,0,4,0
1,0,0,6,0,1,2,3,781,1261,2,1,818,50,2,1,0
0,1,1,0,6,0,3,2,-781,-1261,1,2,-818,-50,1,2,1
1,1,0,3,3,0,2,3,215,662,1,0,-766,701,2,2,0
0,0,1,3,3,1,3,2,-215,-662,0,1,766,-701,2,2,1
1,0,0,3,3,0,1,3,-1986,-1347,1,5,-3345,-2945,1,7,0
0,1,1,3,3,1,3,1,1986,1347,5,1,3345,2945,7,1,1
1,0,0,6,0,1,3,4,-654,-730,0,1,2313,2150,4,1,1
0,1,1,0,6,0,4,3,654,730,1,0,-2313,-2150,1,4,0
1,1,1,2,1,1,6,4,674,486,3,0,2922,879,8,0,0
0,0,0,1,2,0,4,6,-674,-486,0,3,-2922,-879,0,8,1
1,1,1,1,2,0,5,0,27,517,1,2,88,639,2,3,1
0,0,0,2,1,1,0,5,-27,-517,2,1,-88,-639,3,2,0
1,0,0,3,3,0,4,5,-704,-1096,0,0,-257,-662,0,0,0
0,1,1,3,3,1,5,4,704,1096,0,0,257,662,0,0,1
1,0,1,4,2,1,7,1,425,222,1,2,818,610,1,4,1
0,1,0,2,4,0,1,7,-425,-222,2,1,-818,-610,4,1,0
1,0,0,3,2,1,4,2,606,-451,0,1,227,-1463,0,2,1
0,1,1,2,3,0,2,4,-606,451,1,0,-227,1463,2,0,0
1,0,0,3,3,0,1,2,-376,-504,1,1,171,259,1,1,0
0,1,1,3,3,1,2,1,376,504,1,1,-171,-259,1,1,1
1,1,0,6,0,1,7,4,991,574,0,0,3926,2833,7,2,1
0,0,1,0,6,0,4,7,-991,-574,0,0,-3926,-2833,2,7,0
1,0,1,0,6,1,3,3,179,-38,0,2,1544,1118,4,3,1
0,1,0,6,0,0,3,3,-179,38,2,0,-1544,-1118,3,4,0
1,1,1,3,3,1,3,2,307,-459,1,0,-153,-2112,2,2,0
0,0,0,3,3,0,2,3,-307,459,0,1,153,2112,2,2,1
1,0,1,3,3,0,0,4,-2649,-761,1,5,-2315,-858,4,8,0
0,1,0,3,3,1,4,0,2649,761,5,1,2315,858,8,4,1
1,1,0,6,0,1,6,2,1177,-170,1,0,3183,731,2,1,1
0,0,1,0,6,0,2,6,-1177,170,0,1,-3183,-731,1,2,0
1,1,0,4,2,0,6,6,453,-78,1,1,183,333,4,4,1
0,0,1,2,4,1,6,6,-453,78,1,1,-183,-333,4,4,0
1,0,0,5,1,0,1,4,45,284,2,2,-401,-699,2,2,0
0,1,1,1,5,1,4,1,-45,-284,2,2,401,699,2,2,1
1,1,0,6,0,1,7,1,2301,263,5,2,4830,2452,9,4,1
0,0,1,0,6,0,1,7,-2301,-263,2,5,-4830,-2452,4,9,0
1,1,0,6,0,1,5,1,1728,1434,2,0,4495,3132,6,1,1
0,0,1,0,6,0,1,5,-1728,-1434,0,2,-4495,-3132,1,6,0
1,1,1,3,3,1,7,1,-44,506,0,0,3798,2993,6,2,0
0,0,0,3,3,0,1,7,44,-506,0,0,-3798,-2993,2,6,1
1,1,0,6,0,1,5,3,-182,267,2,3,-1558,-926,4,8,1
0,0,1,0,6,0,3,5,182,-267,3,2,1558,926,8,4,0
1,1,0,1,5,0,1,7,24,-1171,3,2,65,-765,5,2,0
0,0,1,5,1,1,7,1,-24,1171,2,3,-65,765,2,5,1
1,1,0,6,0,1,5,1,2093,1469,2,2,3197,726,3,4,1
0,0,1,0,6,0,1,5,-2093,-1469,2,2,-3197,-726,4,3,0
1,0,1,0,6,1,3,4,-593,-765,0,0,-1386,150,0,1,1
0,1,0,6,0,0,4,3,593,765,0,0,1386,-150,1,0,0
1,1,1,3,3,1,8,2,3683,3542,4,0,7041,6011,10,2,1
0,0,0,3,3,0,2,8,-3683,-3542,0,4,-7041,-6011,2,10,0
1,0,0,2,4,0,1,8,-2683,-2105,4,7,-4955,-4210,5,9,0
0,1,1,4,2,1,8,1,2683,2105,7,4,4955,4210,9,5,1
1,0,0,0,0,0,2,4,-1983,-1227,4,7,-2294,-1088,4,7,0
0,1,1,0,0,1,4,2,1983,1227,7,4,2294,1088,7,4,1
1,0,0,0,6,1,5,6,-851,-588,3,5,-1738,-589,3,6,0
0,1,1,6,0,0,6,5,851,588,5,3,1738,589,6,3,1
1,1,0,6,0,1,3,3,1480,1410,3,1,2135,345,9,7,1
0,0,1,0,6,0,3,3,-1480,-1410,1,3,-2135,-345,7,9,0
1,1,1,6,0,1,5,4,1917,608,2,0,3806,908,4,1,1
0,0,0,0,6,0,4,5,-1917,-608,0,2,-3806,-908,1,4,0
1,0,0,6,0,0,0,7,-1726,-993,0,0,-4069,-2231,1,3,0
0,1,1,0,6,1,7,0,1726,993,0,0,4069,2231,3,1,1
1,1,1,0,2,0,2,1,309,674,1,0,-685,-1040,4,4,0
0,0,0,2,0,1,1,2,-309,-674,0,1,685,1040,4,4,1
1,1,0,6,0,1,8,3,1514,210,2,1,3618,1257,3,1,1
0,0,1,0,6,0,3,8,-1514,-210,1,2,-3618,-1257,1,3,0
1,0,1,2,4,1,1,5,195,-439,2,1,846,-441,6,2,0
0,1,0,4,2,0,5,1,-195,439,1,2,-846,441,2,6,1
1,1,0,6,0,0,3,3,698,663,1,0,388,-107,3,1,1
0,0,1,0,6,1,3,3,-698,-663,0,1,-388,107,1,3,0
1,1,0,2,2,1,8,1,1928,1071,3,1,3887,1793,4,1,0
0,0,1,2,2,0,1,8,-1928,-1071,1,3,-3887,-1793,1,4,1
1,0,0,2,4,0,0,3,-1101,-1031,1,2,-3159,-1905,3,6,0
0,1,1,4,2,1,3,0,1101,1031,2,1,3159,1905,6,3,1
1,0,1,3,3,0,1,4,-1307,-905,0,1,-1769,-945,1,1,0
0,1,0,3,3,1,4,1,1307,905,1,0,1769,945,1,1,1
1,0,0,6,0,1,5,3,-596,1682,0,1,-692,2936,2,2,1
0,1,1,0,6,0,3,5,596,-1682,1,0,692,-2936,2,2,0
1,0,0,3,3,0,2,2,-801,-342,0,2,-664,-1180,2,3,0
0,1,1,3,3,1,2,2,801,342,2,0,664,1180,3,2,1
1,1,0,3,3,0,1,4,-828,-645,1,3,-1756,-1537,2,4,0
0,0,1,3,3,1,4,1,828,645,3,1,1756,1537,4,2,1
1,0,0,6,0,0,2,2,-53,-69,1,1,474,-15,3,2,1
0,1,1,0,6,1,2,2,53,69,1,1,-474,15,2,3,0
1,0,0,2,4,1,2,4,-845,31,1,2,-225,574,3,3,1
0,1,1,4,2,0,4,2,845,-31,2,1,225,-574,3,3,0
1,0,1,6,0,1,3,2,1024,865,1,1,2043,824,2,2,0
0,1,0,0,6,0,2,3,-1024,-865,1,1,-2043,-824,2,2,1
1,0,1,3,3,0,5,7,-1731,-460,0,2,-3428,-291,1,5,0
0,1,0,3,3,1,7,5,1731,460,2,0,3428,291,5,1,1
1,0,0,3,3,0,5,4,-825,-862,0,1,-317,1181,1,1,1
0,1,1,3,3,1,4,5,825,862,1,0,317,-1181,1,1,0
1,0,0,5,1,0,5,2,-1529,-323,1,4,-2401,-1913,1,4,0
0,1,1,1,5,1,2,5,1529,323,4,1,2401,1913,4,1,1
1,1,1,6,0,1,9,4,1623,575,3,1,3784,991,5,1,1
0,0,0,0,6,0,4,9,-1623,-575,1,3,-3784,-991,1,5,0
1,1,0,3,3,0,2,2,1774,1336,1,0,1151,57,1,1,1
0,0,1,3,3,1,2,2,-1774,-1336,0,1,-1151,-57,1,1,0
1,0,0,6,0,0,5,4,-1329,254,2,5,-1921,-401,2,6,0
0,1,1,0,6,1,4,5,1329,-254,5,2,1921,401,6,2,1
1,1,0,3,3,1,8,4,411,-228,1,1,1214,-673,5,5,1
0,0,1,3,3,0,4,8,-411,228,1,1,-1214,673,5,5,0
1,1,1,3,3,0,1,4,665,747,3,1,138,136,5,2,1
0,0,0,3,3,1,4,1,-665,-747,1,3,-138,-136,2,5,0
1,1,1,3,3,1,2,4,-286,-1062,3,2,361,-1790,6,5,1
0,0,0,3,3,0,4,2,286,1062,2,3,-361,1790,5,6,0
1,0,0,2,4,1,2,5,1,-117,3,3,-42,70,3,4,0
0,1,1,4,2,0,5,2,-1,117,3,3,42,-70,4,3,1
1,0,0,3,0,1,4,2,1058,390,0,1,4296,3028,4,1,1
0,1,1,0,3,0,2,4,-1058,-390,1,0,-4296,-3028,1,4,0
1,0,0,6,0,0,3,2,-808,-33,0,2,-1771,-1845,0,3,0
0,1,1,0,6,1,2,3,808,33,2,0,1771,1845,3,0,1
1,1,0,6,0,1,4,1,2963,2078,3,0,5231,4416,5,0,1
0,0,1,0,6,0,1,4,-2963,-2078,0,3,-5231,-4416,0,5,0
1,0,1,0,6,0,3,11,-2812,-1555,0,3,-5394,-3903,5,10,0
0,1,0,6,0,1,11,3,2812,1555,3,0,5394,3903,10,5,1
1,1,1,6,0,1,12,1,4135,2842,8,3,6597,4940,8,3,1
0,0,0,0,6,0,1,12,-4135,-2842,3,8,-6597,-4940,3,8,0
1,1,1,0,6,0,1,3,305,-36,1,0,-3127,-2243,1,4,0
0,0,0,6,0,1,3,1,-305,36,0,1,3127,2243,4,1,1
1,0,0,6,0,0,3,6,-1303,-1029,5,8,-1682,-145,7,11,0
0,1,1,0,6,1,6,3,1303,1029,8,5,1682,145,11,7,1
1,0,0,0,6,1,2,4,157,339,2,1,-335,-795,3,3,1
0,1,1,6,0,0,4,2,-157,-339,1,2,335,795,3,3,0
1,0,1,0,6,0,2,9,455,420,5,3,-2082,-379,6,7,0
0,1,0,6,0,1,9,2,-455,-420,3,5,2082,379,7,6,1
1,1,0,0,6,0,4,7,-464,-711,3,2,486,498,7,2,0
0,0,1,6,0,1,7,4,464,711,2,3,-486,-498,2,7,1
1,1,1,3,3,1,4,6,904,636,3,0,2809,2630,5,0,1
0,0,0,3,3,0,6,4,-904,-636,0,3,-2809,-2630,0,5,0
1,0,1,0,6,0,2,0,-611,-937,1,3,22,286,5,6,1
0,1,0,6,0,1,0,2,611,937,3,1,-22,-286,6,5,0
1,1,0,3,0,1,4,1,2086,664,4,0,3615,1347,7,1,1
0,0,1,0,3,0,1,4,-2086,-664,0,4,-3615,-1347,1,7,0
1,1,0,6,0,1,6,2,3771,1382,6,0,4599,1966,9,3,1
0,0,1,0,6,0,2,6,-3771,-1382,0,6,-4599,-1966,3,9,0
1,1,1,3,3,0,6,1,4216,2677,5,0,2661,641,8,5,1
0,0,0,3,3,1,1,6,-4216,-2677,0,5,-2661,-641,5,8,0
1,0,1,1,2,0,2,4,-574,811,0,1,-1787,46,0,1,1
0,1,0,2,1,1,4,2,574,-811,1,0,1787,-46,1,0,0
1,0,0,3,3,0,1,5,-1139,-1061,0,1,-236,157,1,1,0
0,1,1,3,3,1,5,1,1139,1061,1,0,236,-157,1,1,1
1,1,1,0,3,0,3,7,103,-545,3,2,102,209,7,5,1
0,0,0,3,0,1,7,3,-103,545,2,3,-102,-209,5,7,0
1,1,1,3,3,0,2,3,42,-62,1,0,-1609,-1308,1,1,1
0,0,0,3,3,1,3,2,-42,62,0,1,1609,1308,1,1,0
1,0,0,3,3,1,1,4,-63,-231,0,0,-539,443,4,3,1
0,1,1,3,3,0,4,1,63,231,0,0,539,-443,3,4,0
1,0,0,2,2,0,3,8,-2916,-1376,3,7,-6424,-3823,4,12,0
0,1,1,2,2,1,8,3,2916,1376,7,3,6424,3823,12,4,1
1,0,1,0,6,1,8,4,-376,-1160,3,3,2484,2171,7,3,1
0,1,0,6,0,0,4,8,376,1160,3,3,-2484,-2171,3,7,0
1,1,0,5,1,0,1,4,529,-250,1,1,-868,-2061,2,4,0
0,0,1,1,5,1,4,1,-529,250,1,1,868,2061,4,2,1
1,1,1,6,0,1,5,1,1087,62,2,1,1773,623,3,1,1
0,0,0,0,6,0,1,5,-1087,-62,1,2,-1773,-623,1,3,0
1,1,1,0,3,0,3,6,982,-112,4,4,-2259,-2786,6,12,0
0,0,0,3,0,1,6,3,-982,112,4,4,2259,2786,12,6,1
1,0,1,0,6,1,3,4,101,737,2,2,555,791,4,4,1
0,1,0,6,0,0,4,3,-101,-737,2,2,-555,-791,4,4,0
1,1,1,6,0,1,13,1,1977,1930,2,2,5281,2329,3,2,1
0,0,0,0,6,0,1,13,-1977,-1930,2,2,-5281,-2329,2,3,0
1,1,1,4,2,0,3,3,-1012,-614,0,0,-1953,115,1,0,0
0,0,0,2,4,1,3,3,1012,614,0,0,1953,-115,0,1,1
1,1,1,6,0,0,4,6,1867,-97,4,0,3186,1397,9,3,1
0,0,0,0,6,1,6,4,-1867,97,0,4,-3186,-1397,3,9,0
1,1,0,5,1,0,3,7,-387,401,2,2,-2869,-989,2,4,0
0,0,1,1,5,1,7,3,387,-401,2,2,2869,989,4,2,1
1,1,0,3,0,1,1,0,-483,167,2,3,-31,-674,7,6,0
0,0,1,0,3,0,0,1,483,-167,3,2,31,674,6,7,1
1,1,0,0,6,0,4,7,-1051,-1289,2,2,-2846,-2033,4,6,0
0,0,1,6,0,1,7,4,1051,1289,2,2,2846,2033,6,4,1
1,0,0,3,3,0,1,6,-362,-1597,0,1,-1926,-1900,2,4,1
0,1,1,3,3,1,6,1,362,1597,1,0,1926,1900,4,2,0
1,1,1,1,5,1,3,2,756,-148,4,3,2138,1301,8,5,0
0,0,0,5,1,0,2,3,-756,148,3,4,-2138,-1301,5,8,1
1,1,0,6,0,1,6,2,445,-528,2,1,3387,1170,8,4,1
0,0,1,0,6,0,2,6,-445,528,1,2,-3387,-1170,4,8,0
1,1,0,4,2,0,2,2,943,-1032,4,1,420,-655,6,4,0
0,0,1,2,4,1,2,2,-943,1032,1,4,-420,655,4,6,1
1,1,1,3,3,1,3,1,1277,-581,3,1,4253,578,6,1,1
0,0,0,3,3,0,1,3,-1277,581,1,3,-4253,-578,1,6,0
